Column,unique_id_query,visit_id,unique_id_match,wikipedia_link_nl,google_book_query,nom_complet,toponymName,fclName,commune,province,region,country,query_normalised,queries_ngrams,MATCH,equality_match_extract_geonames,types_Anne,equality_anne_ettore,nom_complet?,nom_complet_ailleurs?,types_Ettore,queries
661,50190-2167348,2167348,50190-2167348-valk,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""valk""~5","https://www.googleapis.com/books/v1/volumes?q=""valk""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,,,,,,,valk,1,valk,,ambig,true,,,ambig,valk
662,50220-2167705,2167705,50220-2167705-alfred de laet,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""alfred de laet""~5","https://www.googleapis.com/books/v1/volumes?q=""alfred+de+laet""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",true,,,,,,,alfred de laet,3,alfred de laet,,per,true,true,,per,alfred de laet
663,50223-2167705,2167705,50223-2167705-buschmann,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""buschmann""~5","https://www.googleapis.com/books/v1/volumes?q=""buschmann""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,,,,,,,buschmann,1,buschmann,,per,true,false,false,per,buschmann
664,50230-2167777,2167777,50230-2167777-ben tahar,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""ben tahar""~5","https://www.googleapis.com/books/v1/volumes?q=""ben+tahar""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,,,,,,,ben tahar,2,ben tahar,,per,true,false,true,per,ben tahar
665,50258-2168257,2168257,,,,,,,,,,,automobile,1,,,,,,,,automobile
666,50521-2172741,2172741,50521-2172741-kanagawa,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""kanagawa""~5","https://www.googleapis.com/books/v1/volumes?q=""kanagawa""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,,,,,,Japan,kanagawa,1,kanagawa,,loc,true,,,loc,kanagawa
667,50550-2174413,2174413,50550-2174413-edmond peny,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""edmond peny""~5","https://www.googleapis.com/books/v1/volumes?q=""edmond+peny""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",true,,,,,,,edmond peny,2,edmond peny,,per,true,true,,per,edmond peny
668,50644-2176940,2176940,50644-2176940-natoye,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""natoye""~5","https://www.googleapis.com/books/v1/volumes?q=""natoye""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,Natoye,Section,Hamois,Namur Province,Wallonia,Belgium,natoye,1,natoye,true,loc,true,,,loc,natoye
669,50722-2179262,2179262,,,,,,,,,,,manifestation gilles,2,,,,,,,,manifestation gilles
670,50903-2185928,2185928,50903-2185928-bonnot,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""bonnot""~5","https://www.googleapis.com/books/v1/volumes?q=""bonnot""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,,,,,,,bonnot,1,bonnot,,per,true,false,,per,bonnot
671,50912-2186547,2186547,50912-2186547-david oyens,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""david oyens""~5","https://www.googleapis.com/books/v1/volumes?q=""david+oyens""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",true,,,,,,,david oyens,2,david oyens,,per,true,true,,per,david oyens
672,50937-2188116,2188116,50937-2188116-gustave gérard,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""gustave gerard""~5","https://www.googleapis.com/books/v1/volumes?q=""gustave+g%C3%A9rard""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",true,,,,,,,gustave gérard,2,gustave gérard,,per,true,true,,per,gustave gérard
673,50970-2189120,2189120,50970-2189120-prosper,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""prosper""~5","https://www.googleapis.com/books/v1/volumes?q=""prosper""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,,,,,,,prosper,1,prosper,,per,true,false,,per,prosper
674,50992-2189932,2189932,50992-2189932-nelis,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""nelis""~5","https://www.googleapis.com/books/v1/volumes?q=""nelis""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,,,,,,,nelis,1,nelis,,per,true,false,,per,nelis
675,51005-2190266,2190266,51005-2190266-genin,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""bellecourt genin""~5","https://www.googleapis.com/books/v1/volumes?q=""genin+bellecourt""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,,,,,,,genin bellecourt,2,genin,,per,true,false,,per,genin bellecourt
676,51005-2190266,2190266,51005-2190266-bellecourt,,,,,Section,,,,Belgium,genin bellecourt,2,bellecourt,true,loc,true,,,loc,genin bellecourt
677,51182-2193696,2193696,51182-2193696-georges steveny,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""georges steveny""~5","https://www.googleapis.com/books/v1/volumes?q=""georges+steveny""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",true,,,,,,,georges steveny,2,georges steveny,,per,true,true,,per,georges steveny
678,51280-2195899,2195899,51280-2195899-capon,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""capon""~5","https://www.googleapis.com/books/v1/volumes?q=""capon""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,,,,,,,capon,1,capon,,per,true,false,,per,capon
679,51429-2199356,2199356,51429-2199356-guerin,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""assaut guerin""~5","https://www.googleapis.com/books/v1/volumes?q=""guerin+assaut""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,,,,,,,guerin assaut,2,guerin,,per,true,false,,per,guerin assaut
680,51503-2200604,2200604,51503-2200604-léonie renard,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""leonie renard""~5","https://www.googleapis.com/books/v1/volumes?q=""l%C3%A9onie+renard""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",true,,,,,,,léonie renard,2,léonie renard,,per,true,true,,per,léonie renard
681,51609-2202027,2202027,51609-2202027-spreutels,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""spreutels""~5","https://www.googleapis.com/books/v1/volumes?q=""spreutels""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,,,,,,,spreutels,1,spreutels,,per,true,false,,per,spreutels
682,51718-2205590,2205590,51718-2205590-baesrode,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""baesrode""~5","https://www.googleapis.com/books/v1/volumes?q=""baesrode""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,Baasrode,Section,Dendermonde,East Flanders Province,Flanders,Belgium,baesrode,1,baesrode,true,loc,true,,,loc,baesrode
683,51804-2207871,2207871,51804-2207871-minart,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""minartenfant prodigue""~5","https://www.googleapis.com/books/v1/volumes?q=""minartenfant+prodigue""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,,,,,,,minartenfant prodigue,2,minart,,ambig,true,,,ambig,minartenfant prodigue
684,51832-2208204,2208204,51832-2208204-defreyne,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""defreyne torhout""~5","https://www.googleapis.com/books/v1/volumes?q=""defreyne+torhout""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,,,,,,,defreyne torhout,2,defreyne,,per,true,false,,per,defreyne torhout
685,51832-2208204,2208204,51832-2208204-torhout,,,,Torhout,Commune,Torhout,West Flanders Province,Flanders,Belgium,defreyne torhout,2,torhout,true,loc,true,,,loc,defreyne torhout
686,51834-2208204,2208204,51834-2208204-defreyne,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""defreyne wynendaele""~5","https://www.googleapis.com/books/v1/volumes?q=""defreyne+wynendaele""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,,,,,,,defreyne wynendaele,2,defreyne,,per,true,false,,per,defreyne wynendaele
687,51834-2208204,2208204,51834-2208204-wynendaele,,,,,Section,,,,Belgium,defreyne wynendaele,2,wynendaele,true,loc,true,,,loc,defreyne wynendaele
688,51845-2208485,2208485,51845-2208485-proli,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""proli""~5","https://www.googleapis.com/books/v1/volumes?q=""proli""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,,,,,,,proli,1,proli,,per,true,false,,per,proli
689,51888-2209578,2209578,51888-2209578-berchem,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""berchem coveliers fabrique""~5","https://www.googleapis.com/books/v1/volumes?q=""berchem+coveliers+fabrique""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,Berchem,Section,Antwerpen,Antwerpen,Flanders,Belgium,berchem coveliers fabrique,3,berchem,true,loc,true,,,loc,berchem coveliers fabrique
690,51888-2209578,2209578,51888-2209578-coveliers,,,false,,,,,,,berchem coveliers fabrique,3,coveliers,,per,true,false,,per,berchem coveliers fabrique
691,51923-2210578,2210578,51923-2210578-raviart,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""raviart""~5","https://www.googleapis.com/books/v1/volumes?q=""raviart""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,,,,,,,raviart,1,raviart,,per,true,false,,per,raviart
692,51936-2211145,2211145,51936-2211145-ligny,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""ligny poison""~5","https://www.googleapis.com/books/v1/volumes?q=""poison+ligny""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,Ligny,Section,Sombreffe,Namur Province,Wallonia,Belgium,poison ligny,2,ligny,true,loc,true,,,loc,poison ligny
693,52045-2212774,2212774,52045-2212774-fulgenzio,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""fulgenzio""~5","https://www.googleapis.com/books/v1/volumes?q=""fulgenzio""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,,,,,,,fulgenzio,1,fulgenzio,,per,true,false,,per,fulgenzio
694,52058-2212877,2212877,52058-2212877-crick,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""crick""~5","https://www.googleapis.com/books/v1/volumes?q=""crick""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,,,,,,,crick,1,crick,,per_ambig,true,false,,per_ambig,crick
695,52252-2217460,2217460,,,,,,,,,,,grelle,1,,,,,,,,grelle
696,52270-2218516,2218516,,,,,,,,,,,malinois,1,,,,,,,,malinois
697,52362-2220870,2220870,52362-2220870-stade heysel,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""heysel police stade""~5","https://www.googleapis.com/books/v1/volumes?q=""stade+heysel+police""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,,POI,Brussels,Brussels Capital,Brusseels Capital,Belgium,stade heysel police,3,stade heysel,false,loc,true,false,false,loc,stade heysel police
698,52471-2223060,2223060,52471-2223060-transenter,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""alccolisme mme transenter""~5","https://www.googleapis.com/books/v1/volumes?q=""mme+transenter+alccolisme""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,,,,,,,mme transenter alccolisme,3,transenter,,per,true,false,,per,mme transenter alccolisme
699,52513-2223993,2223993,52513-2223993-hoogendijk,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""hoogendijk""~5","https://www.googleapis.com/books/v1/volumes?q=""hoogendijk""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,,,,,,,hoogendijk,1,hoogendijk,,per,true,false,,per,hoogendijk
700,52539-2225567,2225567,52539-2225567-rotsaert,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""o rotsaert""~5","https://www.googleapis.com/books/v1/volumes?q=""o.+rotsaert""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,,,,,,,o. rotsaert,2,rotsaert,,per,true,false,,per,o. rotsaert
701,52624-2229092,2229092,52624-2229092-joeph straus,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""joeph straus""~5","https://www.googleapis.com/books/v1/volumes?q=""joeph+straus""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",true,,,,,,,joeph straus,2,joeph straus,,per,true,true,,per,joeph straus
702,52628-2229093,2229093,52628-2229093-esneux,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""centenaire esneux""~5","https://www.googleapis.com/books/v1/volumes?q=""centenaire+esneux""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,Esneux,Commune,Esneux,Liège Province,Wallonia,Belgium,centenaire esneux,2,esneux,true,loc,true,,,loc,centenaire esneux
703,52721-2232719,2232719,52721-2232719-mélidès,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""melides""~5","https://www.googleapis.com/books/v1/volumes?q=""m%C3%A9lid%C3%A8s""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,,,,,,,mélidès,1,mélidès,,per,true,false,,per,mélidès
704,52755-2234369,2234369,,,,,,,,,,,limnimétrie,1,,,,,,,,limnimétrie
705,52797-2236559,2236559,52797-2236559-de coster,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""coster cross de michiels""~5","https://www.googleapis.com/books/v1/volumes?q=""de+coster+michiels+cross""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",true,,,,,,,de coster michiels cross,4,de coster,,per,true,false,,per,de coster michiels cross
706,52797-2236559,2236559,52797-2236559-michiels,,,false,,,,,,,de coster michiels cross,4,michiels,,per,true,false,?,per,de coster michiels cross
707,52846-2237703,2237703,52846-2237703-prusse,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""de prusse rue""~5","https://www.googleapis.com/books/v1/volumes?q=""rue+de+prusse""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,,,,,,Germany,rue de prusse,3,prusse,,loc,true,,,loc,rue de prusse
708,53017-2241140,2241140,53017-2241140-kuulkers,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""kuulkers""~5","https://www.googleapis.com/books/v1/volumes?q=""kuulkers""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,,,,,,,kuulkers,1,kuulkers,,per,true,false,,per,kuulkers
709,53076-2243596,2243596,,,,,,,,,,,patinage,1,,,,,,,,patinage
710,53255-2248151,2248151,,,,,,,,,,,gymnastiekzaal,1,,,,,,,,gymnastiekzaal
711,53473-2255473,2255473,53473-2255473-reinertsen,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""congo reinertsen""~5","https://www.googleapis.com/books/v1/volumes?q=""reinertsen%2C+congo""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,,,,,,,"reinertsen, congo",2,reinertsen,,per,true,false,,per,"reinertsen, congo"
712,53473-2255473,2255473,53473-2255473-congo,,,,,,,,,Democratic Republic of the Congo,"reinertsen, congo",2,congo,,loc,true,,,loc,"reinertsen, congo"
713,53484-2255783,2255783,,,,,,,,,,,mort apparente,2,,,,,,,,mort apparente
714,53543-2258250,2258250,53543-2258250-square marguerite,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""marguerite square""~5","https://www.googleapis.com/books/v1/volumes?q=""square+marguerite""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,,,,,,France,square marguerite,2,square marguerite,,loc,true,false,false,loc,square marguerite
715,53579-2259942,2259942,53579-2259942-vandermaelen,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""maelen vandermaelen""~5","https://www.googleapis.com/books/v1/volumes?q=""vandermaelen+maelen""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,,,,,,,vandermaelen maelen,2,vandermaelen,,per,true,false,,per,vandermaelen maelen
716,53668-2263682,2263682,,,,,,,,,,,mine,1,,,,,,,,mine
717,53785-2267488,2267488,,,,,,,,,,,emprunt à lots,3,,,,,,,,emprunt à lots
718,54043-2280067,2280067,54043-2280067-gilze,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""geboren gilze""~5","https://www.googleapis.com/books/v1/volumes?q=""geboren+gilze""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,,,,,,Netherlands,geboren gilze,2,gilze,,loc,true,,,loc,geboren gilze
719,54073-2280657,2280657,54073-2280657-blavier,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""blavier wodecq""~5","https://www.googleapis.com/books/v1/volumes?q=""blavier+wodecq""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,,,,,,,blavier wodecq,2,blavier,,per,true,false,,per,blavier wodecq
720,54073-2280657,2280657,54073-2280657-wodecq,,,,,Section,,,,Belgium,blavier wodecq,2,wodecq,true,loc,true,,,loc,blavier wodecq
721,54145-2284730,2284730,54145-2284730-bruxelles,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""avions bruxelles""~5","https://www.googleapis.com/books/v1/volumes?q=""avions+bruxelles""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,Brussels,Commune,Brussels,Bruxelles-Capitale,Brussels Capital,Belgium,avions bruxelles,2,bruxelles,true,loc,true,,,loc,avions bruxelles
722,54188-2285579,2285579,,,,,,,,,,,garde civique,2,,,,,,,,garde civique
723,54309-2289733,2289733,,,,,,,,,,,railways électricité,2,,,,,,,,railways électricité
724,54327-2290211,2290211,54327-2290211-congo,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""congo guerre""~5","https://www.googleapis.com/books/v1/volumes?q=""congo+guerre""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,,,,,,Democratic Republic of the Congo,congo guerre,2,congo,,loc,true,,,loc,congo guerre
725,54417-2295071,2295071,,,,,,,,,,,schotense worstelclub,2,,,loc,,,,,schotense worstelclub
726,54466-2297218,2297218,54466-2297218-eglise saint paul,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""anvers corvilain eglise paul saint""~5","https://www.googleapis.com/books/v1/volumes?q=""eglise+saint+paul+corvilain+anvers""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,Eglise Saint-Hubert,POI,Watermael-Boitsfort,Bruxelles-Capitale,Brussels Capital,Belgium,eglise saint paul corvilain anvers,5,eglise saint paul,false,loc,true,,,loc,eglise saint paul corvilain anvers
727,54466-2297218,2297218,54466-2297218-corvilain,,,false,,,,,,,eglise saint paul corvilain anvers,5,corvilain,,per,true,false,false,per,eglise saint paul corvilain anvers
728,54466-2297218,2297218,54466-2297218-anvers,,,,,,,,,France,eglise saint paul corvilain anvers,5,anvers,,loc,true,,,loc,eglise saint paul corvilain anvers
729,54472-2297218,2297218,54472-2297218-sint pauluskerk,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""ontploffing pauluskerk sint""~5","https://www.googleapis.com/books/v1/volumes?q=""sint+pauluskerk+ontploffing""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,,,,,,Netherlands,sint pauluskerk ontploffing,3,sint pauluskerk,,loc,true,,,loc,sint pauluskerk ontploffing
730,54492-2298253,2298253,54492-2298253-cinema mayeur,,,,,POI,,,,Belgium,cinema mayeur,2,cinema mayeur,,loc,true,false,false,loc,cinema mayeur
731,54614-2303455,2303455,54614-2303455-arthur focant,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""arthur focant""~5","https://www.googleapis.com/books/v1/volumes?q=""arthur+focant""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",true,,,,,,,arthur focant,2,arthur focant,,per,true,true,,per,arthur focant
