,Column,unique_id_query,visit_id,unique_id_match,wikipedia_link_nl,google_book_query,nom_complet,toponymName,fclName,commune,province,region,country,query_normalised,queries_ngrams,MATCH,equality_match_extract_geonames,types_Anne,equality_anne_ettore,nom_complet?,nom_complet_ailleurs?,types_Ettore,queries,extract_geonames,extract_persons,wikidata_loc,json_geonames
994,995,74214-2932285,2932285,74214-2932285-torhout,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""torhout""~5","https://www.googleapis.com/books/v1/volumes?q=""torhout""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,Torhout,Commune,Torhout,West Flanders Province,Flanders,Belgium,torhout,1.0,torhout,True,loc,True,,,loc,torhout,torhout,,"Torhout||||http://www.wikidata.org/entity/Q270633ville de la Flandre occidentale, Belgique","{'totalResultsCount': 21, 'geonames': [{'timezone': {'gmtOffset': 1, 'timeZoneId': 'Europe/Brussels', 'dstOffset': 2}, 'bbox': {'east': 3.1285731375954544, 'south': 51.04818887408204, 'north': 51.08302112591796, 'west': 3.073124862404546, 'accuracyLevel': 2}, 'asciiName': 'Torhout', 'countryId': '2802361', 'fcl': 'P', 'score': 73.45642852783203, 'adminId2': '2783770', 'adminId3': '2800930', 'countryCode': 'BE', 'adminId4': '2785365', 'adminId1': '3337388', 'lat': '51.0656', 'fcode': 'PPL', 'continentCode': 'EU', 'adminCode2': 'VWV', 'adminCode3': '31', 'adminCode1': 'VLG', 'lng': '3.10085', 'geonameId': 2785364, 'toponymName': 'Torhout', 'adminCode4': '31033', 'population': 18933, 'adminName5': '', 'adminName4': 'Torhout', 'adminName3': 'Arrondissement of Bruges', 'alternateNames': [{'name': 'Торхаут', 'lang': 'bg'}, {'name': 'Torhout', 'lang': 'de'}, {'name': 'Torhout', 'lang': 'en'}, {'name': 'Torhout', 'lang': 'eo'}, {'name': 'ترو', 'lang': 'fa'}, {'name': 'Torhout', 'lang': 'fr'}, {'name': 'Turholt', 'lang': 'la'}, {'name': 'http://en.wikipedia.org/wiki/Torhout', 'lang': 'link'}, {'name': 'Torhout', 'lang': 'nl'}, {'name': 'Torhout', 'lang': 'no'}, {'name': '8820', 'lang': 'post'}, {'name': 'Торхоут', 'lang': 'ru'}, {'name': 'TRT', 'lang': 'unlc'}, {'name': 'Toeroet', 'lang': 'vls'}, {'name': '托尔豪特', 'lang': 'zh'}], 'adminName2': 'West Flanders Province', 'name': 'Torhout', 'fclName': 'city, village,...', 'countryName': 'Belgium', 'fcodeName': 'populated place', 'adminName1': 'Flanders'}]}"
995,996,74219-2932515,2932515,74219-2932515-chine,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""chine""~5","https://www.googleapis.com/books/v1/volumes?q=""chine""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,,,,,,People's Republic of China,chine,1.0,chine,,loc,True,,,loc,chine,,,Belgique||||http://www.wikidata.org/entity/Q31État d'Europe occidentale,
996,997,74317-2935116,2935116,,,,,,,,,,,générosité,1.0,,,,,,,,générosité,,,Belgique||||http://www.wikidata.org/entity/Q31État d'Europe occidentale,
997,998,74445-2937996,2937996,74445-2937996-dargent,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""dargent""~5","https://www.googleapis.com/books/v1/volumes?q=""dargent""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",False,,,,,,,dargent,1.0,dargent,,per,True,False,,per,dargent,,,Belgique||||http://www.wikidata.org/entity/Q31État d'Europe occidentale,
998,999,74451-2938148,2938148,74451-2938148-samuelsson,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""congo samuelsson""~5","https://www.googleapis.com/books/v1/volumes?q=""samuelsson+congo""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",False,,,,,,,samuelsson congo,2.0,samuelsson,,per,True,False,,per,samuelsson congo,,,Belgique||||http://www.wikidata.org/entity/Q31État d'Europe occidentale,
999,1000,74451-2938148,2938148,74451-2938148-congo,,,,,,,,,Democratic Republic of the Congo,samuelsson congo,2.0,congo,,loc,True,,,loc,samuelsson congo,,,Belgique||||http://www.wikidata.org/entity/Q31État d'Europe occidentale,
1000,1001,74463-2938403,2938403,74463-2938403-nivelles,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""baulers bornival monstreux nivelles thines""~5","https://www.googleapis.com/books/v1/volumes?q=""nivelles+thines+monstreux+bornival+baulers""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,Nivelles,Commune,Nivelles,Walloon Brabant Province,Wallonia,Belgium,nivelles thines monstreux bornival baulers,5.0,nivelles,False,loc,True,,,loc,nivelles thines monstreux bornival baulers,monstreux,,None,"{'totalResultsCount': 1, 'geonames': [{'timezone': {'gmtOffset': 1, 'timeZoneId': 'Europe/Brussels', 'dstOffset': 2}, 'bbox': {'east': 4.303571393986775, 'south': 50.58916335124857, 'north': 50.60715064875143, 'west': 4.275228606013225, 'accuracyLevel': 1}, 'asciiName': 'Monstreux', 'countryId': '2802361', 'fcl': 'P', 'score': 29.687637329101562, 'adminId2': '3333251', 'adminId3': '2790100', 'countryCode': 'BE', 'adminId4': '2790102', 'adminId1': '3337387', 'lat': '50.59816', 'fcode': 'PPL', 'continentCode': 'EU', 'adminCode2': 'WBR', 'adminCode3': '25', 'adminCode1': 'WAL', 'lng': '4.2894', 'geonameId': 2790857, 'toponymName': 'Monstreux', 'adminCode4': '25072', 'population': 0, 'adminName5': '', 'adminName4': 'Nivelles', 'adminName3': 'Arrondissement of Nivelles', 'alternateNames': [{'name': '1400', 'lang': 'post'}], 'adminName2': 'Walloon Brabant Province', 'name': 'Monstreux', 'fclName': 'city, village,...', 'countryName': 'Belgium', 'fcodeName': 'populated place', 'adminName1': 'Wallonia'}]}"
1000,1001,74463-2938403,2938403,74463-2938403-nivelles,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""baulers bornival monstreux nivelles thines""~5","https://www.googleapis.com/books/v1/volumes?q=""nivelles+thines+monstreux+bornival+baulers""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,Nivelles,Commune,Nivelles,Walloon Brabant Province,Wallonia,Belgium,nivelles thines monstreux bornival baulers,5.0,nivelles,False,loc,True,,,loc,nivelles thines monstreux bornival baulers,baulers,,None,"{'totalResultsCount': 1, 'geonames': [{'timezone': {'gmtOffset': 1, 'timeZoneId': 'Europe/Brussels', 'dstOffset': 2}, 'bbox': {'east': 4.36699349538547, 'south': 50.60431667292937, 'north': 50.62230397043223, 'west': 4.338641575415309, 'accuracyLevel': 1}, 'asciiName': 'Baulers', 'countryId': '2802361', 'fcl': 'P', 'score': 43.778343200683594, 'adminId2': '3333251', 'adminId3': '2790100', 'countryCode': 'BE', 'adminId4': '2790102', 'adminId1': '3337387', 'lat': '50.61331', 'fcode': 'PPL', 'continentCode': 'EU', 'adminCode2': 'WBR', 'adminCode3': '25', 'adminCode1': 'WAL', 'lng': '4.35282', 'geonameId': 2802547, 'toponymName': 'Baulers', 'adminCode4': '25072', 'population': 0, 'adminName5': '', 'adminName4': 'Nivelles', 'adminName3': 'Arrondissement of Nivelles', 'alternateNames': [{'name': 'http://en.wikipedia.org/wiki/Nivelles-Baulers', 'lang': 'link'}, {'name': '1401', 'lang': 'post'}, {'name': 'BAS', 'lang': 'unlc'}], 'adminName2': 'Walloon Brabant Province', 'name': 'Baulers', 'fclName': 'city, village,...', 'countryName': 'Belgium', 'fcodeName': 'populated place', 'adminName1': 'Wallonia'}]}"
1000,1001,74463-2938403,2938403,74463-2938403-nivelles,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""baulers bornival monstreux nivelles thines""~5","https://www.googleapis.com/books/v1/volumes?q=""nivelles+thines+monstreux+bornival+baulers""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,Nivelles,Commune,Nivelles,Walloon Brabant Province,Wallonia,Belgium,nivelles thines monstreux bornival baulers,5.0,nivelles,False,loc,True,,,loc,nivelles thines monstreux bornival baulers,thines,,None,"{'totalResultsCount': 2, 'geonames': [{'timezone': {'gmtOffset': 1, 'timeZoneId': 'Europe/Brussels', 'dstOffset': 2}, 'bbox': {'east': 4.383124675173986, 'south': 50.587756718905275, 'north': 50.60574401640813, 'west': 4.354782734493974, 'accuracyLevel': 1}, 'asciiName': 'Thines', 'countryId': '2802361', 'fcl': 'P', 'score': 29.376440048217773, 'adminId2': '3333251', 'adminId3': '2790100', 'countryCode': 'BE', 'adminId4': '2790102', 'adminId1': '3337387', 'lat': '50.59675', 'fcode': 'PPL', 'continentCode': 'EU', 'adminCode2': 'WBR', 'adminCode3': '25', 'adminCode1': 'WAL', 'lng': '4.36895', 'geonameId': 2785557, 'toponymName': 'Thines', 'adminCode4': '25072', 'population': 0, 'adminName5': '', 'adminName4': 'Nivelles', 'adminName3': 'Arrondissement of Nivelles', 'alternateNames': [{'name': '1402', 'lang': 'post'}, {'name': 'THI', 'lang': 'unlc'}], 'adminName2': 'Walloon Brabant Province', 'name': 'Thines', 'fclName': 'city, village,...', 'countryName': 'Belgium', 'fcodeName': 'populated place', 'adminName1': 'Wallonia'}]}"
1000,1001,74463-2938403,2938403,74463-2938403-nivelles,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""baulers bornival monstreux nivelles thines""~5","https://www.googleapis.com/books/v1/volumes?q=""nivelles+thines+monstreux+bornival+baulers""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,Nivelles,Commune,Nivelles,Walloon Brabant Province,Wallonia,Belgium,nivelles thines monstreux bornival baulers,5.0,nivelles,False,loc,True,,,loc,nivelles thines monstreux bornival baulers,bornival,,None,"{'totalResultsCount': 2, 'geonames': [{'timezone': {'gmtOffset': 1, 'timeZoneId': 'Europe/Brussels', 'dstOffset': 2}, 'bbox': {'east': 4.290686574427332, 'south': 50.59290509201707, 'north': 50.610892389519925, 'west': 4.262341532262128, 'accuracyLevel': 1}, 'asciiName': 'Bornival', 'countryId': '2802361', 'fcl': 'P', 'score': 29.575172424316406, 'adminId2': '3333251', 'adminId3': '2790100', 'countryCode': 'BE', 'adminId4': '2790102', 'adminId1': '3337387', 'lat': '50.6019', 'fcode': 'PPL', 'continentCode': 'EU', 'adminCode2': 'WBR', 'adminCode3': '25', 'adminCode1': 'WAL', 'lng': '4.27651', 'geonameId': 2801443, 'toponymName': 'Bornival', 'adminCode4': '25072', 'population': 0, 'adminName5': '', 'adminName4': 'Nivelles', 'adminName3': 'Arrondissement of Nivelles', 'alternateNames': [{'name': '1404', 'lang': 'post'}, {'name': 'BVA', 'lang': 'unlc'}], 'adminName2': 'Walloon Brabant Province', 'name': 'Bornival', 'fclName': 'city, village,...', 'countryName': 'Belgium', 'fcodeName': 'populated place', 'adminName1': 'Wallonia'}]}"
1000,1001,74463-2938403,2938403,74463-2938403-nivelles,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""baulers bornival monstreux nivelles thines""~5","https://www.googleapis.com/books/v1/volumes?q=""nivelles+thines+monstreux+bornival+baulers""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,Nivelles,Commune,Nivelles,Walloon Brabant Province,Wallonia,Belgium,nivelles thines monstreux bornival baulers,5.0,nivelles,False,loc,True,,,loc,nivelles thines monstreux bornival baulers,nivelles,,None,"{'totalResultsCount': 721, 'geonames': [{'timezone': {'gmtOffset': 1, 'timeZoneId': 'Europe/Brussels', 'dstOffset': 2}, 'bbox': {'east': 4.433908628629938, 'south': 50.692660149633184, 'north': 50.73671985036681, 'west': 4.3642913713700615, 'accuracyLevel': 2}, 'asciiName': 'Waterloo', 'countryId': '2802361', 'fcl': 'P', 'score': 84.6302490234375, 'adminId2': '3333251', 'adminId3': '2790100', 'countryCode': 'BE', 'adminId4': '2783986', 'adminId1': '3337387', 'lat': '50.71469', 'fcode': 'PPL', 'continentCode': 'EU', 'adminCode2': 'WBR', 'adminCode3': '25', 'adminCode1': 'WAL', 'lng': '4.3991', 'geonameId': 2783985, 'toponymName': 'Waterloo', 'adminCode4': '25110', 'population': 29778, 'adminName5': '', 'adminName4': 'Waterloo', 'adminName3': 'Arrondissement of Nivelles', 'alternateNames': [{'name': 'واترلو', 'lang': 'ar'}, {'name': 'Ватерло', 'lang': 'bg'}, {'name': 'ওয়াটারলু', 'lang': 'bn'}, {'name': 'Waterloo', 'lang': 'da'}, {'name': 'Waterloo', 'lang': 'de'}, {'name': 'Βατερλώ', 'lang': 'el'}, {'name': 'Waterloo', 'lang': 'en'}, {'name': 'Waterloo', 'lang': 'eo'}, {'name': 'Waterloo', 'lang': 'es'}, {'name': 'واترلو', 'lang': 'fa'}, {'name': 'Waterloo', 'lang': 'fi'}, {'name': 'Waterloo', 'lang': 'fr'}, {'name': 'ווטרלו', 'lang': 'he'}, {'name': 'Վաթեռլոո', 'lang': 'hy'}, {'name': 'Waterloo', 'lang': 'it'}, {'name': 'ワーテルロー', 'lang': 'ja'}, {'name': '워털루', 'lang': 'ko'}, {'name': 'Waterloum', 'lang': 'la'}, {'name': 'http://en.wikipedia.org/wiki/Waterloo%2C_Belgium', 'lang': 'link'}, {'name': 'Vaterlo', 'lang': 'lt'}, {'name': 'Vaterlo', 'lang': 'lv'}, {'name': 'Waterloo', 'lang': 'nl'}, {'name': 'Waterloo', 'lang': 'no'}, {'name': 'Waterloo', 'lang': 'pl'}, {'name': '1410', 'lang': 'post'}, {'name': 'Waterloo', 'lang': 'pt'}, {'name': 'Waterloo', 'lang': 'ro'}, {'name': 'Ватерлоо', 'lang': 'ru'}, {'name': 'Waterloo', 'lang': 'sl'}, {'name': 'Ватерло', 'lang': 'sr'}, {'name': 'Waterloo', 'lang': 'sv'}, {'name': 'Ватерлоо', 'lang': 'uk'}, {'name': 'WAL', 'lang': 'unlc'}, {'name': 'واٹرلو، بیلجئیم', 'lang': 'ur'}, {'name': 'Waterlô', 'lang': 'wa'}, {'name': '窩打老', 'lang': 'yue'}, {'name': '滑鐵盧', 'lang': 'zh'}], 'adminName2': 'Walloon Brabant Province', 'name': 'Waterloo', 'fclName': 'city, village,...', 'countryName': 'Belgium', 'fcodeName': 'populated place', 'adminName1': 'Wallonia'}]}"
1001,1002,74463-2938403,2938403,74463-2938403-thines,,,,,Section,,,,Belgium,nivelles thines monstreux bornival baulers,5.0,thines,False,loc,True,,,loc,nivelles thines monstreux bornival baulers,monstreux,,None,"{'totalResultsCount': 1, 'geonames': [{'timezone': {'gmtOffset': 1, 'timeZoneId': 'Europe/Brussels', 'dstOffset': 2}, 'bbox': {'east': 4.303571393986775, 'south': 50.58916335124857, 'north': 50.60715064875143, 'west': 4.275228606013225, 'accuracyLevel': 1}, 'asciiName': 'Monstreux', 'countryId': '2802361', 'fcl': 'P', 'score': 29.687637329101562, 'adminId2': '3333251', 'adminId3': '2790100', 'countryCode': 'BE', 'adminId4': '2790102', 'adminId1': '3337387', 'lat': '50.59816', 'fcode': 'PPL', 'continentCode': 'EU', 'adminCode2': 'WBR', 'adminCode3': '25', 'adminCode1': 'WAL', 'lng': '4.2894', 'geonameId': 2790857, 'toponymName': 'Monstreux', 'adminCode4': '25072', 'population': 0, 'adminName5': '', 'adminName4': 'Nivelles', 'adminName3': 'Arrondissement of Nivelles', 'alternateNames': [{'name': '1400', 'lang': 'post'}], 'adminName2': 'Walloon Brabant Province', 'name': 'Monstreux', 'fclName': 'city, village,...', 'countryName': 'Belgium', 'fcodeName': 'populated place', 'adminName1': 'Wallonia'}]}"
1001,1002,74463-2938403,2938403,74463-2938403-thines,,,,,Section,,,,Belgium,nivelles thines monstreux bornival baulers,5.0,thines,False,loc,True,,,loc,nivelles thines monstreux bornival baulers,baulers,,None,"{'totalResultsCount': 1, 'geonames': [{'timezone': {'gmtOffset': 1, 'timeZoneId': 'Europe/Brussels', 'dstOffset': 2}, 'bbox': {'east': 4.36699349538547, 'south': 50.60431667292937, 'north': 50.62230397043223, 'west': 4.338641575415309, 'accuracyLevel': 1}, 'asciiName': 'Baulers', 'countryId': '2802361', 'fcl': 'P', 'score': 43.778343200683594, 'adminId2': '3333251', 'adminId3': '2790100', 'countryCode': 'BE', 'adminId4': '2790102', 'adminId1': '3337387', 'lat': '50.61331', 'fcode': 'PPL', 'continentCode': 'EU', 'adminCode2': 'WBR', 'adminCode3': '25', 'adminCode1': 'WAL', 'lng': '4.35282', 'geonameId': 2802547, 'toponymName': 'Baulers', 'adminCode4': '25072', 'population': 0, 'adminName5': '', 'adminName4': 'Nivelles', 'adminName3': 'Arrondissement of Nivelles', 'alternateNames': [{'name': 'http://en.wikipedia.org/wiki/Nivelles-Baulers', 'lang': 'link'}, {'name': '1401', 'lang': 'post'}, {'name': 'BAS', 'lang': 'unlc'}], 'adminName2': 'Walloon Brabant Province', 'name': 'Baulers', 'fclName': 'city, village,...', 'countryName': 'Belgium', 'fcodeName': 'populated place', 'adminName1': 'Wallonia'}]}"
1001,1002,74463-2938403,2938403,74463-2938403-thines,,,,,Section,,,,Belgium,nivelles thines monstreux bornival baulers,5.0,thines,False,loc,True,,,loc,nivelles thines monstreux bornival baulers,thines,,None,"{'totalResultsCount': 2, 'geonames': [{'timezone': {'gmtOffset': 1, 'timeZoneId': 'Europe/Brussels', 'dstOffset': 2}, 'bbox': {'east': 4.383124675173986, 'south': 50.587756718905275, 'north': 50.60574401640813, 'west': 4.354782734493974, 'accuracyLevel': 1}, 'asciiName': 'Thines', 'countryId': '2802361', 'fcl': 'P', 'score': 29.376440048217773, 'adminId2': '3333251', 'adminId3': '2790100', 'countryCode': 'BE', 'adminId4': '2790102', 'adminId1': '3337387', 'lat': '50.59675', 'fcode': 'PPL', 'continentCode': 'EU', 'adminCode2': 'WBR', 'adminCode3': '25', 'adminCode1': 'WAL', 'lng': '4.36895', 'geonameId': 2785557, 'toponymName': 'Thines', 'adminCode4': '25072', 'population': 0, 'adminName5': '', 'adminName4': 'Nivelles', 'adminName3': 'Arrondissement of Nivelles', 'alternateNames': [{'name': '1402', 'lang': 'post'}, {'name': 'THI', 'lang': 'unlc'}], 'adminName2': 'Walloon Brabant Province', 'name': 'Thines', 'fclName': 'city, village,...', 'countryName': 'Belgium', 'fcodeName': 'populated place', 'adminName1': 'Wallonia'}]}"
1001,1002,74463-2938403,2938403,74463-2938403-thines,,,,,Section,,,,Belgium,nivelles thines monstreux bornival baulers,5.0,thines,False,loc,True,,,loc,nivelles thines monstreux bornival baulers,bornival,,None,"{'totalResultsCount': 2, 'geonames': [{'timezone': {'gmtOffset': 1, 'timeZoneId': 'Europe/Brussels', 'dstOffset': 2}, 'bbox': {'east': 4.290686574427332, 'south': 50.59290509201707, 'north': 50.610892389519925, 'west': 4.262341532262128, 'accuracyLevel': 1}, 'asciiName': 'Bornival', 'countryId': '2802361', 'fcl': 'P', 'score': 29.575172424316406, 'adminId2': '3333251', 'adminId3': '2790100', 'countryCode': 'BE', 'adminId4': '2790102', 'adminId1': '3337387', 'lat': '50.6019', 'fcode': 'PPL', 'continentCode': 'EU', 'adminCode2': 'WBR', 'adminCode3': '25', 'adminCode1': 'WAL', 'lng': '4.27651', 'geonameId': 2801443, 'toponymName': 'Bornival', 'adminCode4': '25072', 'population': 0, 'adminName5': '', 'adminName4': 'Nivelles', 'adminName3': 'Arrondissement of Nivelles', 'alternateNames': [{'name': '1404', 'lang': 'post'}, {'name': 'BVA', 'lang': 'unlc'}], 'adminName2': 'Walloon Brabant Province', 'name': 'Bornival', 'fclName': 'city, village,...', 'countryName': 'Belgium', 'fcodeName': 'populated place', 'adminName1': 'Wallonia'}]}"
1001,1002,74463-2938403,2938403,74463-2938403-thines,,,,,Section,,,,Belgium,nivelles thines monstreux bornival baulers,5.0,thines,False,loc,True,,,loc,nivelles thines monstreux bornival baulers,nivelles,,None,"{'totalResultsCount': 721, 'geonames': [{'timezone': {'gmtOffset': 1, 'timeZoneId': 'Europe/Brussels', 'dstOffset': 2}, 'bbox': {'east': 4.433908628629938, 'south': 50.692660149633184, 'north': 50.73671985036681, 'west': 4.3642913713700615, 'accuracyLevel': 2}, 'asciiName': 'Waterloo', 'countryId': '2802361', 'fcl': 'P', 'score': 84.6302490234375, 'adminId2': '3333251', 'adminId3': '2790100', 'countryCode': 'BE', 'adminId4': '2783986', 'adminId1': '3337387', 'lat': '50.71469', 'fcode': 'PPL', 'continentCode': 'EU', 'adminCode2': 'WBR', 'adminCode3': '25', 'adminCode1': 'WAL', 'lng': '4.3991', 'geonameId': 2783985, 'toponymName': 'Waterloo', 'adminCode4': '25110', 'population': 29778, 'adminName5': '', 'adminName4': 'Waterloo', 'adminName3': 'Arrondissement of Nivelles', 'alternateNames': [{'name': 'واترلو', 'lang': 'ar'}, {'name': 'Ватерло', 'lang': 'bg'}, {'name': 'ওয়াটারলু', 'lang': 'bn'}, {'name': 'Waterloo', 'lang': 'da'}, {'name': 'Waterloo', 'lang': 'de'}, {'name': 'Βατερλώ', 'lang': 'el'}, {'name': 'Waterloo', 'lang': 'en'}, {'name': 'Waterloo', 'lang': 'eo'}, {'name': 'Waterloo', 'lang': 'es'}, {'name': 'واترلو', 'lang': 'fa'}, {'name': 'Waterloo', 'lang': 'fi'}, {'name': 'Waterloo', 'lang': 'fr'}, {'name': 'ווטרלו', 'lang': 'he'}, {'name': 'Վաթեռլոո', 'lang': 'hy'}, {'name': 'Waterloo', 'lang': 'it'}, {'name': 'ワーテルロー', 'lang': 'ja'}, {'name': '워털루', 'lang': 'ko'}, {'name': 'Waterloum', 'lang': 'la'}, {'name': 'http://en.wikipedia.org/wiki/Waterloo%2C_Belgium', 'lang': 'link'}, {'name': 'Vaterlo', 'lang': 'lt'}, {'name': 'Vaterlo', 'lang': 'lv'}, {'name': 'Waterloo', 'lang': 'nl'}, {'name': 'Waterloo', 'lang': 'no'}, {'name': 'Waterloo', 'lang': 'pl'}, {'name': '1410', 'lang': 'post'}, {'name': 'Waterloo', 'lang': 'pt'}, {'name': 'Waterloo', 'lang': 'ro'}, {'name': 'Ватерлоо', 'lang': 'ru'}, {'name': 'Waterloo', 'lang': 'sl'}, {'name': 'Ватерло', 'lang': 'sr'}, {'name': 'Waterloo', 'lang': 'sv'}, {'name': 'Ватерлоо', 'lang': 'uk'}, {'name': 'WAL', 'lang': 'unlc'}, {'name': 'واٹرلو، بیلجئیم', 'lang': 'ur'}, {'name': 'Waterlô', 'lang': 'wa'}, {'name': '窩打老', 'lang': 'yue'}, {'name': '滑鐵盧', 'lang': 'zh'}], 'adminName2': 'Walloon Brabant Province', 'name': 'Waterloo', 'fclName': 'city, village,...', 'countryName': 'Belgium', 'fcodeName': 'populated place', 'adminName1': 'Wallonia'}]}"
1002,1003,74463-2938403,2938403,74463-2938403-monstreux,,,,,Section,,,,Belgium,nivelles thines monstreux bornival baulers,5.0,monstreux,False,loc,True,,,loc,nivelles thines monstreux bornival baulers,monstreux,,None,"{'totalResultsCount': 1, 'geonames': [{'timezone': {'gmtOffset': 1, 'timeZoneId': 'Europe/Brussels', 'dstOffset': 2}, 'bbox': {'east': 4.303571393986775, 'south': 50.58916335124857, 'north': 50.60715064875143, 'west': 4.275228606013225, 'accuracyLevel': 1}, 'asciiName': 'Monstreux', 'countryId': '2802361', 'fcl': 'P', 'score': 29.687637329101562, 'adminId2': '3333251', 'adminId3': '2790100', 'countryCode': 'BE', 'adminId4': '2790102', 'adminId1': '3337387', 'lat': '50.59816', 'fcode': 'PPL', 'continentCode': 'EU', 'adminCode2': 'WBR', 'adminCode3': '25', 'adminCode1': 'WAL', 'lng': '4.2894', 'geonameId': 2790857, 'toponymName': 'Monstreux', 'adminCode4': '25072', 'population': 0, 'adminName5': '', 'adminName4': 'Nivelles', 'adminName3': 'Arrondissement of Nivelles', 'alternateNames': [{'name': '1400', 'lang': 'post'}], 'adminName2': 'Walloon Brabant Province', 'name': 'Monstreux', 'fclName': 'city, village,...', 'countryName': 'Belgium', 'fcodeName': 'populated place', 'adminName1': 'Wallonia'}]}"
